顯示區域,縣市名稱,高中/國中,學校名稱,Latitude,Longitude,場地,學生數,籃球(男) ,113年聯賽成績,籃球(女) ,排球(男),排球(女),足球(男),足球(女),壘球 
區域 1: 北北區（高中）,台北市,高中,私立靜心高中,24.9985757,121.5470355,室內球場,1067,乙組,預賽淘汰12/14,,乙組,,,,
區域 1: 北北區（高中）,台北市,高中,市立南港高工,25.0577989,121.6072858,室內球場,2023,乙組,預賽淘汰12/14,,,,,,
區域 1: 北北區（高中）,台北市,高中,國立師大附中,25.0336742,121.5404012,室內球場,3124,乙組,預賽淘汰12/14,,乙組,,,,
區域 1: 北北區（高中）,新北市,高中,市立泰山高中,25.0570489,121.4295471,室內球場,2078,甲組,預賽淘汰12/10,,乙組,,,,
區域 1: 北北區（高中）,新北市,高中,市立竹圍高中,25.1461957,121.4627878,室內球場,1435,乙組,預賽淘汰12/10,乙組,,,✅,,
區域 1: 北北區（高中）,新北市,高中,市立永平高中,25.0107227,121.5087076,室內球場,2009,乙組,預賽淘汰12/10,甲組,乙組,,,,
區域 1: 北北區（高中）,新北市,高中,市立丹鳳高中,25.0209948,121.4165519,室內球場,3120,乙組,預賽淘汰12/10,,,,,,
區域 1: 北北區（高中）,新北市,高中,市立清水高中,24.98245,121.4654014,室內球場,3626,乙組,預賽淘汰12/10,,乙組,,✅,,
區域 1: 北北區（高中）,新北市,高中,市立板橋高中,25.0122628,121.4586374,室內球場,2176,乙組,預賽淘汰12/10,乙組,乙組,乙組,,,
區域 1: 北北區（高中）,新北市,高中,市立三重高中,25.0547509,121.491492,室內球場,1920,乙組,預賽淘汰12/10,乙組,,,,,
區域 1: 北北區（高中）,新北市,高中,私立淡江高中,25.1753045,121.4358159,室內球場,1853,乙組,預賽淘汰12/10,,,,,,
區域 1: 北北區（高中）,新北市,高中,市立新莊高中,25.0483906,121.4438324,室內球場,3518,乙組,預賽淘汰12/10,,,,,,
區域 1: 北北區（高中）,新北市,高中,市立雙溪高中,25.036519,121.860924,室內球場,329,乙組,預賽淘汰12/10,,,,,,
區域 1: 北北區（高中）,台北市,高中,臺北市開南高中,25.0431999,121.5204394,室內球場,1088,甲組,預賽淘汰11/24,,,,,,
區域 1: 北北區（高中）,新北市,高中,市立三重商工,25.0689104,121.4808542,室內球場,2131,甲組,預賽淘汰11/24,,乙組,,,,
區域 1: 北北區（高中）,基隆市,高中,國立基隆商工,25.0941521,121.7173213,室內球場,1187,甲組,預賽淘汰11/24,,甲組,,,,
區域 1: 北北區（高中）,新北市,高中,市立新北高中,25.0877478,121.489273,室內球場,1760,乙組,預賽淘汰11/24,,乙組,乙組,✅,,
區域 1: 北北區（高中）,台北市,高中,市立和平高中,25.0196357,121.5491776,室內球場,1828,甲組,資格賽淘汰10/24,,乙組,乙組,✅,,
區域 1: 北北區（高中）,台北市,高中,市立木柵高工,24.9966074,121.571785,室內球場,1591,甲組,資格賽淘汰10/24,,乙組,乙組,,,
區域 1: 北北區（高中）,台北市,高中,私立強恕中學,25.0252695,121.520407,室內球場,369,甲組,資格賽淘汰10/24,,,,,,
區域 1: 北北區（高中）,新北市,高中,私立莊敬工家,24.9854548,121.532482,室內球場,5733,甲組,資格賽淘汰10/24,甲組,,,,,
區域 1: 北北區（高中）,台北市,高中,市立建國中學,25.0303176,121.5110451,室內球場,2821,乙組,複賽淘汰3/17,,甲組,,,,
區域 1: 北北區（高中）,宜蘭縣,高中,縣立南澳高中,24.4655928,121.8012747,室內球場,240,乙組,複賽淘汰3/17,乙組,,,,,
區域 1: 北北區（高中）,台北市,高中,市立中正高中,25.1054651,121.5169595,室內球場,3568,乙組,複賽淘汰3/16,乙組,乙組,,✅,,
區域 1: 北北區（高中）,台北市,高中,市立大直高中,25.0789508,121.5433284,室內球場,1814,乙組,複賽淘汰3/16,乙組,乙組,,,,
區域 1: 北北區（高中）,新北市,高中,私立康橋高中,24.9108487,121.4978523,室內球場,1864,乙組,複賽淘汰3/16,乙組,乙組,乙組,✅,,
區域 1: 北北區（高中）,基隆市,高中,國立海洋大學附屬基隆海事,25.1476917,121.7717907,室內球場,998,乙組,複賽淘汰3/16,乙組,,,,,
區域 1: 北北區（高中）,台北市,高中,市立成功中學,25.0433482,121.5197601,室內球場,2291,甲組,複賽淘汰12/28,,甲組,,,,
區域 1: 北北區（高中）,宜蘭縣,高中,國立宜蘭高中,24.7518183,121.7420741,室內球場,1387,甲組,複賽淘汰12/28,,乙組,,✅,,
區域 1: 北北區（高中）,台北市,高中,市立永春高中,25.0341218,121.5783403,室內球場,1562,乙組,四強5/17,乙組,乙組,乙組,,,
區域 1: 北北區（高中）,台北市,高中,市立南湖高中,25.0664149,121.6100378,室內球場,1507,甲組,四強3/9,乙組,乙組,甲組,,,
區域 1: 北北區（高中）,台北市,高中,市立松山高中,25.0435047,121.565387,室內球場,2146,甲組,四強3/9,乙組,乙組,乙組,,,
區域 1: 北北區（高中）,新北市,高中,財團法人南山高中,25.0016727,121.5034654,室內球場,4558,甲組,四強3/9,甲組,乙組,,,,
區域 1: 北北區（高中）,新北市,高中,私立竹林高中,24.9809042,121.5064289,室內球場,2192,乙組,八強5/16,,乙組,,,,
區域 1: 北北區（高中）,新北市,高中,市立錦和高中,24.992538,121.490953,室內球場,2347,甲組,八強2/12,乙組,,,,,
區域 1: 北北區（高中）,新北市,高中,私立能仁家商,24.9579558,121.5401358,室內球場,1029,甲組,八強2/12,乙組,,,,,
