顯示區域,縣市名稱,高中/國中,學校名稱,Latitude,Longitude,場地,學生數,籃球(男) ,113年聯賽成績,籃球(女) ,排球(男),排球(女),足球(男),足球(女),壘球 
區域 1: 北北區（國中）,新北市,國中,市立安康高中附設國中部,24.9701145,121.5145523,室內球場,589,乙組,預賽淘汰12/25,甲組,,,,,
區域 1: 北北區（國中）,新北市,國中,私立裕德實驗高中附設國中部,24.982633,121.4402181,室內球場,481,乙組,預賽淘汰12/25,乙組,,,,,
區域 1: 北北區（國中）,新北市,國中,私立南山高中附設國中部,25.0016727,121.5034654,室內球場,2974,乙組,預賽淘汰12/25,乙組,,,,,
區域 1: 北北區（國中）,新北市,國中,市立頭前國中,25.0546978,121.4590608,室內球場,1107,乙組,預賽淘汰12/25,乙組,,,,,
區域 1: 北北區（國中）,新北市,國中,市立柑園國中,24.9539473,121.3843583,室內球場,283,乙組,預賽淘汰12/25,乙組,,,,,
區域 1: 北北區（國中）,新北市,國中,私立恆毅高中附設國中部,25.0366721,121.4537337,室內球場,1130,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,新北市,國中,私立林口康橋高中附設國中部,25.0740524,121.3899708,室內球場,797,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立海山高中附設國中部,25.0095208,121.4718833,室內球場,2643,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立丹鳳高中附設國中部,25.0209948,121.4165519,室內球場,2105,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立中山國中,25.0185026,121.4676112,室內球場,6223,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立碧華國中,25.087378,121.4889516,室內球場,1365,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立青山國中(小),25.0611624,121.6566775,室內球場,537,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立佳林國中,25.0803973,121.3842176,室內球場,897,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立溪崑國中,24.9961713,121.432248,室內球場,1708,乙組,預賽淘汰12/25,乙組,,,,,
區域 1: 北北區（國中）,新北市,國中,市立金山高中附設國中部,25.2245744,121.6369778,室內球場,244,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立蘆洲國中,25.0875048,121.4671226,室內球場,1349,乙組,預賽淘汰12/11,乙組,,,甲組,,優質足球場
區域 1: 北北區（國中）,新北市,國中,市立錦和高中附設國中部,24.992538,121.490953,室內球場,1315,甲組,預賽淘汰11/27,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立中和國中,24.9862084,121.5086901,室內球場,799,甲組,資格賽淘汰10/21,,,,,,
區域 1: 北北區（國中）,新北市,國中,市立文山國中,24.956165,121.5393196,室內球場,587,乙組,複賽淘汰2/26,,,,,,市立文山國中
區域 1: 北北區（國中）,新北市,國中,市立永和國中,25.0063565,121.523632,室內球場,2928,甲組,複賽淘汰1/12,甲組,,,,,優質體育館
區域 1: 北北區（國中）,新北市,國中,市立光榮國中,25.071172,121.5000634,室內球場,1758,甲組,八強4/19,乙組,,,,,優質體育館
區域 1: 北北區（國中）,宜蘭縣,國中,縣立興中國中,24.6994925,121.7713678,風雨球場,90,乙組,預賽淘汰12/28,,,,,,
區域 1: 北北區（國中）,宜蘭縣,國中,私立慧燈高中附設國中部,24.7771871,121.7155399,風雨球場,887,乙組,預賽淘汰12/25,,,,,,
區域 1: 北北區（國中）,宜蘭縣,國中,縣立復興國中,24.7491751,121.7469232,室內球場,1271,乙組,預賽淘汰12/28,乙組,,,甲組,,
區域 1: 北北區（國中）,宜蘭縣,國中,縣立國華國中,24.6781958,121.761219,室內球場,1113,乙組,預賽淘汰12/28,,乙組,乙組,乙組,,
區域 1: 北北區（國中）,宜蘭縣,國中,縣立宜蘭國中,24.7620433,121.7574798,室內球場,507,乙組,預賽淘汰12/28,,,,,,
區域 1: 北北區（國中）,宜蘭縣,國中,縣立蘇澳國中,24.5964079,121.8354275,室內球場,182,乙組,預賽淘汰12/28,,,,,,
區域 1: 北北區（國中）,宜蘭縣,國中,縣立吳沙國中,24.7860523,121.7591047,室內球場,116,乙組,預賽淘汰12/28,,,,,,球場簡陋
區域 1: 北北區（國中）,宜蘭縣,國中,縣立壯圍國中,24.7494745,121.7879891,室內球場,315,乙組,預賽淘汰12/28,,,,,,
區域 1: 北北區（國中）,宜蘭縣,國中,縣立南澳高中附設國中部,24.4655928,121.8012747,室內球場,106,乙組,預賽淘汰12/13,乙組,,,,,優質體育館
區域 1: 北北區（國中）,宜蘭縣,國中,縣立羅東國中,24.6821569,121.7669167,室內球場,1513,乙組,複賽淘汰2/26,,乙組,乙組,,,
區域 1: 北北區（國中）,宜蘭縣,國中,縣立中華國中,24.7501496,121.766899,室內球場,880,乙組,複賽淘汰2/26,甲組,,,,,優質體育館
區域 1: 北北區（國中）,宜蘭縣,國中,縣立文化國中,24.6184951,121.8326478,室內球場,485,乙組,複賽淘汰2/26,乙組,,,,,
區域 1: 北北區（國中）,基隆市,國中,市立銘傳國中,25.1237765,121.750021,風雨球場,1124,乙組,四強4/12,乙組,,,,,
區域 1: 北北區（國中）,基隆市,國中,市立正濱國中,25.1467797,121.764246,室內球場,123,乙組,預賽淘汰12/31,乙組,,,,,
區域 1: 北北區（國中）,基隆市,國中,市立明德國中,25.0932018,121.7156049,室內球場,1636,乙組,預賽淘汰12/31,,,,,,
區域 1: 北北區（國中）,基隆市,國中,市立武崙國中,25.137506,121.7058296,室內球場,683,乙組,預賽淘汰12/31,,,,,,
區域 1: 北北區（國中）,基隆市,國中,市立建德國中,25.127738,121.7218615,室內球場,646,乙組,複賽淘汰2/26,,,,,,
